HeartRate,Rhythm,PRInterval,QRS,Axis,STSegment,TWave,QTc,PWave,Class
100,PACs/PVCs,0.25,0.08,-103,1.63,Tall,401,Absent/Flutter,Critical
97,Irregular,0.21,0.09,-107,0.9,Deep Inverted,375,Absent/Flutter,Critical
126,Irregular,0.21,0.11,-65,1.29,Tall,423,Absent/Flutter,Critical
120,PACs/PVCs,0.13,0.12,-65,-2.0,Biphasic,421,Normal,Critical
62,VF,0.21,0.1,117,1.0,Deep Inverted,437,Enlarged/Biphasic,Critical
72,VF,0.16,0.15,108,-0.63,Flat,381,Enlarged/Biphasic,Critical
54,VF,0.1,0.14,-32,0.15,Flat,363,Enlarged/Biphasic,Critical
62,PACs/PVCs,0.14,0.14,78,-0.31,Flat,488,Enlarged/Biphasic,Critical
62,VF,0.28,0.09,-39,-0.05,Normal,487,Absent/Flutter,Critical
113,Irregular,0.12,0.12,-25,0.21,Normal,445,Normal,Critical
94,PACs/PVCs,0.13,0.14,26,1.46,Biphasic,377,Enlarged/Biphasic,Critical
121,VF,0.16,0.15,-36,1.71,Mild Inverted,400,Normal,Critical
69,PACs/PVCs,0.14,0.1,64,-0.47,Normal,375,Absent/Flutter,Critical
61,AFib,0.28,0.12,121,-1.64,Tall,426,Enlarged/Biphasic,Critical
50,AFib,0.24,0.15,16,1.14,Mild Inverted,497,Absent/Flutter,Critical
92,Irregular,0.14,0.13,1,-0.69,Mild Inverted,412,Enlarged/Biphasic,Risky
62,VF,0.12,0.09,-117,0.28,Tall,370,Absent/Flutter,Critical
43,Irregular,0.28,0.14,88,-1.24,Flat,464,Absent/Flutter,Critical
90,PACs/PVCs,0.12,0.1,-77,0.44,Tall,463,Normal,Critical
78,Irregular,0.16,0.13,-40,0.19,Normal,389,Normal,Risky
50,Irregular,0.17,0.08,101,-1.18,Biphasic,354,Normal,Critical
49,PACs/PVCs,0.1,0.1,23,-1.72,Tall,456,Absent/Flutter,Critical
102,Irregular,0.26,0.11,46,1.35,Biphasic,456,Enlarged/Biphasic,Critical
115,Irregular,0.28,0.11,-50,0.31,Tall,366,Absent/Flutter,Critical
114,PACs/PVCs,0.23,0.09,10,1.82,Mild Inverted,429,Normal,Critical
75,Regular,0.25,0.11,12,-0.12,Biphasic,368,Absent/Flutter,Critical
95,VF,0.17,0.11,-107,-1.47,Deep Inverted,369,Absent/Flutter,Critical
52,PACs/PVCs,0.12,0.12,-102,1.2,Deep Inverted,459,Enlarged/Biphasic,Critical
86,AFib,0.24,0.09,-78,-1.29,Normal,364,Normal,Critical
99,PACs/PVCs,0.1,0.11,26,0.72,Flat,360,Enlarged/Biphasic,Critical
109,AFib,0.2,0.13,-88,0.88,Deep Inverted,471,Normal,Critical
117,Regular,0.13,0.13,139,-1.64,Tall,409,Absent/Flutter,Critical
106,Regular,0.24,0.16,-73,-1.29,Tall,462,Absent/Flutter,Critical
100,VF,0.19,0.12,-71,1.53,Flat,495,Enlarged/Biphasic,Critical
75,Regular,0.21,0.12,22,1.99,Flat,368,Normal,Critical
79,Irregular,0.24,0.15,144,1.99,Flat,470,Normal,Critical
66,VF,0.15,0.09,4,-0.82,Tall,492,Absent/Flutter,Critical
114,VF,0.19,0.12,-96,1.55,Flat,452,Absent/Flutter,Critical
121,AFib,0.2,0.16,88,0.06,Tall,397,Normal,Critical
101,Irregular,0.22,0.13,-66,-0.71,Deep Inverted,493,Absent/Flutter,Critical
98,VF,0.26,0.12,85,0.43,Deep Inverted,409,Enlarged/Biphasic,Critical
69,AFib,0.19,0.14,79,-0.67,Flat,455,Absent/Flutter,Critical
83,VF,0.11,0.15,-1,-0.91,Flat,476,Normal,Critical
87,AFib,0.27,0.11,-1,-1.03,Normal,362,Enlarged/Biphasic,Critical
73,Regular,0.12,0.14,99,1.45,Deep Inverted,373,Enlarged/Biphasic,Critical
96,Regular,0.24,0.12,-56,1.36,Biphasic,470,Absent/Flutter,Critical
79,AFib,0.28,0.14,101,-1.31,Deep Inverted,436,Absent/Flutter,Critical
47,AFib,0.11,0.08,22,0.64,Mild Inverted,450,Absent/Flutter,Critical
42,VF,0.17,0.08,62,0.72,Flat,392,Enlarged/Biphasic,Critical
91,PACs/PVCs,0.24,0.12,-3,-1.6,Deep Inverted,379,Enlarged/Biphasic,Critical
83,VF,0.13,0.11,-2,1.5,Deep Inverted,436,Absent/Flutter,Critical
87,Irregular,0.12,0.14,-26,-1.68,Flat,494,Enlarged/Biphasic,Critical
50,Regular,0.24,0.15,91,-0.06,Deep Inverted,457,Enlarged/Biphasic,Critical
97,Regular,0.11,0.09,-65,-0.69,Flat,386,Absent/Flutter,Critical
81,AFib,0.26,0.09,-115,0.68,Deep Inverted,443,Enlarged/Biphasic,Critical
56,PACs/PVCs,0.11,0.09,-28,-0.14,Flat,395,Enlarged/Biphasic,Critical
94,Regular,0.18,0.11,-94,1.76,Mild Inverted,388,Normal,Critical
76,Regular,0.27,0.16,68,1.09,Tall,357,Absent/Flutter,Critical
78,Regular,0.16,0.1,87,-1.18,Mild Inverted,440,Normal,Critical
65,PACs/PVCs,0.29,0.12,-89,0.89,Flat,389,Normal,Critical
128,Irregular,0.25,0.12,-50,0.24,Mild Inverted,404,Enlarged/Biphasic,Critical
75,VF,0.12,0.09,-36,0.84,Tall,476,Absent/Flutter,Critical
58,Irregular,0.12,0.14,134,-0.03,Tall,472,Absent/Flutter,Critical
44,AFib,0.22,0.09,12,-0.98,Flat,351,Absent/Flutter,Critical
66,AFib,0.13,0.14,-93,-1.36,Mild Inverted,472,Absent/Flutter,Critical
59,VF,0.14,0.15,-19,-0.25,Deep Inverted,471,Normal,Critical
44,Irregular,0.18,0.12,-110,1.77,Biphasic,472,Enlarged/Biphasic,Critical
76,PACs/PVCs,0.19,0.09,21,0.54,Flat,410,Enlarged/Biphasic,Risky
42,Regular,0.13,0.11,-92,1.32,Biphasic,370,Enlarged/Biphasic,Critical
51,Irregular,0.2,0.12,-3,-1.88,Deep Inverted,407,Enlarged/Biphasic,Critical
60,Irregular,0.28,0.13,-79,0.68,Deep Inverted,419,Enlarged/Biphasic,Critical
119,Regular,0.23,0.14,106,0.66,Flat,450,Enlarged/Biphasic,Critical
58,Irregular,0.22,0.15,92,-0.3,Deep Inverted,461,Absent/Flutter,Critical
121,Irregular,0.12,0.1,-119,0.81,Normal,478,Normal,Critical
54,VF,0.2,0.16,45,-1.82,Tall,484,Normal,Critical
76,Irregular,0.22,0.11,1,-0.45,Flat,452,Normal,Risky
113,Irregular,0.26,0.09,-86,-1.17,Deep Inverted,420,Absent/Flutter,Critical
109,AFib,0.16,0.14,-63,0.29,Tall,443,Normal,Critical
49,PACs/PVCs,0.14,0.11,-115,-1.82,Biphasic,460,Enlarged/Biphasic,Critical
107,PACs/PVCs,0.26,0.1,105,-0.43,Flat,346,Absent/Flutter,Critical
123,AFib,0.2,0.09,-23,-0.55,Normal,458,Absent/Flutter,Critical
91,PACs/PVCs,0.21,0.13,-3,-1.77,Deep Inverted,367,Normal,Critical
103,Regular,0.25,0.13,-17,0.71,Normal,351,Absent/Flutter,Critical
111,PACs/PVCs,0.2,0.12,148,1.71,Biphasic,352,Normal,Critical
113,PACs/PVCs,0.13,0.15,110,-1.04,Mild Inverted,355,Absent/Flutter,Critical
64,Regular,0.11,0.1,11,0.94,Tall,397,Normal,Critical
92,Regular,0.15,0.14,-11,-0.0,Tall,495,Absent/Flutter,Critical
126,Regular,0.28,0.11,-20,-1.83,Normal,398,Enlarged/Biphasic,Critical
122,PACs/PVCs,0.12,0.11,-66,1.21,Deep Inverted,456,Enlarged/Biphasic,Critical
87,VF,0.15,0.1,-107,1.73,Mild Inverted,456,Normal,Critical
96,AFib,0.25,0.09,21,-0.53,Normal,451,Normal,Risky
89,Regular,0.2,0.13,-44,-1.34,Normal,395,Absent/Flutter,Critical
62,Regular,0.23,0.08,-71,0.44,Flat,371,Normal,Risky
75,Irregular,0.12,0.11,95,1.23,Tall,467,Absent/Flutter,Critical
129,Irregular,0.2,0.13,-46,1.19,Biphasic,384,Enlarged/Biphasic,Critical
47,VF,0.25,0.15,-20,-0.45,Flat,394,Enlarged/Biphasic,Critical
55,AFib,0.13,0.1,56,-1.2,Mild Inverted,438,Absent/Flutter,Critical
86,PACs/PVCs,0.25,0.15,-31,-1.76,Mild Inverted,483,Normal,Critical
75,VF,0.28,0.13,-33,-0.56,Deep Inverted,424,Enlarged/Biphasic,Critical
116,PACs/PVCs,0.11,0.11,-69,0.99,Deep Inverted,496,Absent/Flutter,Critical
87,VF,0.13,0.13,74,-1.63,Mild Inverted,387,Enlarged/Biphasic,Critical
104,Regular,0.18,0.15,111,1.6,Biphasic,392,Normal,Critical
64,AFib,0.11,0.15,-85,-0.24,Biphasic,454,Normal,Critical
41,PACs/PVCs,0.26,0.15,37,-1.33,Tall,491,Enlarged/Biphasic,Critical
46,AFib,0.14,0.12,24,-1.32,Mild Inverted,379,Enlarged/Biphasic,Critical
87,VF,0.12,0.08,65,1.82,Mild Inverted,352,Normal,Critical
129,PACs/PVCs,0.26,0.13,-10,0.61,Deep Inverted,499,Enlarged/Biphasic,Critical
66,VF,0.2,0.1,145,1.08,Deep Inverted,351,Normal,Critical
81,VF,0.12,0.16,-18,-0.57,Biphasic,365,Absent/Flutter,Critical
122,VF,0.24,0.13,-22,0.08,Mild Inverted,403,Normal,Critical
44,VF,0.2,0.12,39,-1.14,Mild Inverted,454,Absent/Flutter,Critical
90,VF,0.28,0.11,-54,0.77,Flat,381,Enlarged/Biphasic,Critical
122,PACs/PVCs,0.26,0.1,-117,-0.01,Mild Inverted,483,Normal,Critical
125,VF,0.2,0.14,-63,1.74,Flat,428,Absent/Flutter,Critical
50,Irregular,0.19,0.09,46,-0.21,Flat,449,Enlarged/Biphasic,Risky
108,Irregular,0.17,0.09,64,1.68,Flat,447,Absent/Flutter,Critical
114,VF,0.2,0.13,-50,-1.43,Mild Inverted,369,Enlarged/Biphasic,Critical
91,Regular,0.13,0.09,-62,0.14,Deep Inverted,495,Absent/Flutter,Critical
59,Regular,0.28,0.12,84,0.04,Mild Inverted,351,Normal,Critical
120,VF,0.23,0.15,6,-1.82,Mild Inverted,415,Absent/Flutter,Critical
114,AFib,0.22,0.13,-82,-1.27,Mild Inverted,499,Absent/Flutter,Critical
41,AFib,0.2,0.12,53,1.15,Tall,422,Normal,Critical
67,AFib,0.21,0.1,71,1.82,Tall,360,Normal,Critical
91,PACs/PVCs,0.21,0.09,-39,-1.01,Mild Inverted,432,Absent/Flutter,Critical
43,PACs/PVCs,0.29,0.11,73,-0.82,Tall,481,Normal,Critical
77,PACs/PVCs,0.11,0.11,-74,0.7,Normal,376,Enlarged/Biphasic,Critical
127,VF,0.22,0.1,-96,0.76,Mild Inverted,370,Normal,Critical
79,Regular,0.23,0.1,-36,-0.58,Deep Inverted,371,Absent/Flutter,Critical
69,VF,0.19,0.11,-54,0.96,Tall,423,Enlarged/Biphasic,Critical
48,Irregular,0.24,0.12,82,-1.43,Flat,345,Absent/Flutter,Critical
81,Regular,0.11,0.1,-70,-0.44,Biphasic,415,Normal,Critical
115,Regular,0.18,0.11,124,-1.34,Normal,392,Normal,Critical
103,PACs/PVCs,0.2,0.15,-48,-1.99,Biphasic,478,Absent/Flutter,Critical
91,PACs/PVCs,0.24,0.12,61,1.77,Deep Inverted,475,Absent/Flutter,Critical
96,VF,0.23,0.12,114,0.29,Tall,482,Absent/Flutter,Critical
128,PACs/PVCs,0.2,0.11,-6,1.29,Biphasic,368,Absent/Flutter,Critical
119,PACs/PVCs,0.14,0.11,-23,-1.81,Flat,437,Enlarged/Biphasic,Critical
47,VF,0.12,0.14,78,-0.83,Mild Inverted,484,Normal,Critical
42,VF,0.13,0.1,-6,0.06,Mild Inverted,350,Normal,Critical
96,VF,0.19,0.14,-69,-1.07,Flat,341,Normal,Critical
79,Regular,0.21,0.13,-34,1.8,Flat,435,Normal,Critical
89,AFib,0.12,0.16,52,-1.11,Biphasic,387,Enlarged/Biphasic,Critical
51,Regular,0.14,0.09,-46,0.2,Deep Inverted,477,Absent/Flutter,Critical
74,Irregular,0.11,0.12,-16,0.3,Mild Inverted,487,Enlarged/Biphasic,Critical
64,Irregular,0.25,0.08,42,-0.51,Biphasic,479,Enlarged/Biphasic,Critical
51,AFib,0.21,0.09,95,1.05,Deep Inverted,386,Normal,Critical
63,Regular,0.13,0.1,101,1.04,Deep Inverted,377,Absent/Flutter,Critical
67,Irregular,0.1,0.16,44,-0.75,Flat,467,Normal,Critical
57,AFib,0.29,0.14,94,-1.36,Flat,499,Enlarged/Biphasic,Critical
43,Regular,0.21,0.1,125,-1.41,Flat,424,Absent/Flutter,Critical
111,VF,0.14,0.11,58,-1.36,Deep Inverted,368,Normal,Critical
68,Regular,0.23,0.13,85,-1.7,Flat,473,Enlarged/Biphasic,Critical
55,Irregular,0.18,0.14,43,-1.09,Tall,425,Normal,Critical
65,Irregular,0.2,0.14,-83,-0.2,Biphasic,377,Enlarged/Biphasic,Risky
67,Irregular,0.14,0.14,-82,1.15,Mild Inverted,467,Normal,Critical
44,Irregular,0.19,0.14,41,-1.27,Tall,343,Absent/Flutter,Critical
78,Irregular,0.12,0.08,-37,1.47,Normal,370,Enlarged/Biphasic,Critical
120,VF,0.27,0.13,-60,-0.68,Deep Inverted,427,Absent/Flutter,Critical
51,Regular,0.2,0.09,-11,-1.68,Biphasic,451,Enlarged/Biphasic,Critical
59,PACs/PVCs,0.12,0.14,-58,0.27,Mild Inverted,489,Absent/Flutter,Critical
56,AFib,0.21,0.12,112,-0.93,Tall,458,Absent/Flutter,Critical
109,Regular,0.18,0.12,-98,-1.01,Mild Inverted,453,Enlarged/Biphasic,Critical
51,VF,0.27,0.09,61,-1.07,Deep Inverted,406,Normal,Critical
68,Irregular,0.26,0.11,34,1.2,Tall,431,Absent/Flutter,Critical
77,VF,0.13,0.14,16,1.39,Deep Inverted,415,Normal,Critical
112,AFib,0.2,0.12,89,1.03,Biphasic,472,Absent/Flutter,Critical
122,Irregular,0.17,0.09,-76,0.51,Normal,389,Absent/Flutter,Critical
81,VF,0.25,0.11,-58,0.49,Deep Inverted,407,Normal,Critical
59,VF,0.25,0.12,134,-1.56,Tall,425,Normal,Critical
102,PACs/PVCs,0.1,0.09,-9,1.37,Mild Inverted,486,Enlarged/Biphasic,Critical
79,Irregular,0.19,0.13,2,-0.53,Tall,411,Normal,Critical
62,Regular,0.21,0.16,69,-0.22,Deep Inverted,377,Enlarged/Biphasic,Critical
103,Irregular,0.2,0.16,75,0.17,Normal,473,Enlarged/Biphasic,Critical
63,Regular,0.25,0.09,-98,0.69,Deep Inverted,414,Absent/Flutter,Critical
96,Irregular,0.12,0.11,29,-1.33,Mild Inverted,442,Enlarged/Biphasic,Critical
112,Irregular,0.29,0.12,123,0.61,Mild Inverted,413,Enlarged/Biphasic,Critical
98,PACs/PVCs,0.28,0.15,-116,0.42,Tall,491,Normal,Critical
125,PACs/PVCs,0.18,0.12,3,-0.74,Deep Inverted,496,Absent/Flutter,Critical
62,AFib,0.26,0.15,100,-0.33,Normal,475,Absent/Flutter,Critical
42,Irregular,0.12,0.11,42,1.55,Deep Inverted,487,Normal,Critical
124,VF,0.15,0.09,-76,0.77,Biphasic,352,Absent/Flutter,Critical
90,VF,0.23,0.1,45,-1.24,Deep Inverted,392,Enlarged/Biphasic,Critical
48,Irregular,0.14,0.12,-101,-1.5,Deep Inverted,385,Normal,Critical
45,AFib,0.27,0.09,-89,1.45,Biphasic,478,Enlarged/Biphasic,Critical
69,AFib,0.19,0.1,-9,0.18,Deep Inverted,495,Enlarged/Biphasic,Critical
96,Irregular,0.21,0.11,147,0.94,Flat,419,Absent/Flutter,Critical
82,VF,0.12,0.11,-10,-0.13,Flat,396,Normal,Risky
113,Regular,0.2,0.16,125,0.87,Deep Inverted,460,Enlarged/Biphasic,Critical
50,Regular,0.26,0.13,-90,-1.05,Flat,426,Normal,Critical
68,Regular,0.14,0.13,7,1.48,Mild Inverted,416,Absent/Flutter,Critical
117,Regular,0.21,0.13,60,-0.64,Mild Inverted,414,Normal,Critical
78,Regular,0.18,0.12,144,-1.09,Deep Inverted,403,Absent/Flutter,Critical
95,Irregular,0.24,0.08,139,-0.47,Deep Inverted,400,Absent/Flutter,Critical
120,AFib,0.17,0.12,62,-1.6,Flat,472,Enlarged/Biphasic,Critical
61,AFib,0.1,0.15,49,-1.11,Deep Inverted,428,Absent/Flutter,Critical
49,PACs/PVCs,0.29,0.16,61,-1.41,Flat,451,Enlarged/Biphasic,Critical
46,Regular,0.1,0.15,40,1.29,Flat,399,Normal,Critical
92,PACs/PVCs,0.16,0.15,112,-1.19,Tall,387,Enlarged/Biphasic,Critical
112,AFib,0.25,0.15,74,-1.38,Tall,450,Enlarged/Biphasic,Critical
47,AFib,0.21,0.12,146,-0.06,Tall,420,Normal,Critical
87,Irregular,0.3,0.09,35,0.77,Normal,440,Absent/Flutter,Critical
48,AFib,0.19,0.08,34,0.98,Normal,390,Absent/Flutter,Critical
126,AFib,0.21,0.14,-55,-1.68,Tall,365,Absent/Flutter,Critical
120,AFib,0.13,0.15,-19,-0.08,Normal,410,Absent/Flutter,Critical
48,Regular,0.12,0.16,39,-1.65,Mild Inverted,482,Normal,Critical
77,PACs/PVCs,0.18,0.13,125,-1.75,Flat,482,Normal,Critical
65,PACs/PVCs,0.14,0.09,137,0.57,Mild Inverted,431,Enlarged/Biphasic,Critical
129,PACs/PVCs,0.2,0.09,136,0.74,Biphasic,452,Absent/Flutter,Critical
72,VF,0.17,0.13,90,-1.95,Normal,348,Absent/Flutter,Critical
49,AFib,0.23,0.12,-81,-1.26,Mild Inverted,394,Enlarged/Biphasic,Critical
86,VF,0.3,0.09,139,-0.37,Deep Inverted,385,Absent/Flutter,Critical
62,VF,0.25,0.09,119,1.45,Tall,363,Normal,Critical
125,Irregular,0.21,0.14,2,1.13,Mild Inverted,340,Enlarged/Biphasic,Critical
60,PACs/PVCs,0.22,0.09,-75,0.44,Deep Inverted,468,Enlarged/Biphasic,Critical
65,Regular,0.2,0.11,74,-0.1,Normal,398,Normal,Risky
108,VF,0.11,0.12,-117,-0.05,Biphasic,444,Enlarged/Biphasic,Critical
105,AFib,0.11,0.14,4,1.78,Tall,471,Normal,Critical
106,AFib,0.27,0.08,75,-0.84,Mild Inverted,463,Enlarged/Biphasic,Critical
81,AFib,0.22,0.13,-69,-0.83,Normal,426,Normal,Risky
101,VF,0.14,0.1,129,2.0,Biphasic,446,Enlarged/Biphasic,Critical
100,Regular,0.25,0.14,-73,-0.24,Normal,479,Enlarged/Biphasic,Critical
109,PACs/PVCs,0.22,0.12,-108,-1.33,Deep Inverted,396,Absent/Flutter,Critical
82,AFib,0.26,0.16,-93,-0.98,Deep Inverted,375,Absent/Flutter,Critical
92,Regular,0.1,0.12,2,-1.51,Flat,346,Enlarged/Biphasic,Critical
73,VF,0.12,0.13,-103,-1.3,Flat,351,Absent/Flutter,Critical
52,Irregular,0.11,0.15,-99,-1.05,Mild Inverted,481,Absent/Flutter,Critical
97,PACs/PVCs,0.27,0.13,-72,1.94,Deep Inverted,449,Enlarged/Biphasic,Critical
68,PACs/PVCs,0.26,0.11,6,0.01,Mild Inverted,420,Absent/Flutter,Critical
67,PACs/PVCs,0.18,0.15,-94,-0.36,Flat,376,Absent/Flutter,Critical
126,Regular,0.22,0.13,-98,-1.34,Normal,416,Absent/Flutter,Critical
59,Regular,0.29,0.16,9,1.47,Normal,373,Absent/Flutter,Critical
40,PACs/PVCs,0.2,0.09,-13,1.29,Biphasic,378,Enlarged/Biphasic,Critical
56,Irregular,0.23,0.12,-37,1.97,Flat,458,Enlarged/Biphasic,Critical
98,VF,0.13,0.11,-64,0.66,Tall,406,Enlarged/Biphasic,Critical
72,Regular,0.25,0.14,-59,0.81,Biphasic,457,Enlarged/Biphasic,Risky
88,PACs/PVCs,0.14,0.09,-61,-1.52,Mild Inverted,450,Normal,Critical
72,PACs/PVCs,0.18,0.12,-3,0.08,Mild Inverted,481,Enlarged/Biphasic,Critical
115,Irregular,0.28,0.15,10,0.8,Mild Inverted,433,Enlarged/Biphasic,Critical
121,Irregular,0.19,0.1,125,-1.31,Deep Inverted,456,Absent/Flutter,Critical
118,Regular,0.24,0.15,75,-0.98,Deep Inverted,399,Enlarged/Biphasic,Critical
83,PACs/PVCs,0.21,0.14,-101,-1.66,Biphasic,344,Normal,Critical
79,Regular,0.17,0.16,-106,1.15,Deep Inverted,393,Absent/Flutter,Critical
49,PACs/PVCs,0.27,0.11,-13,-0.57,Mild Inverted,392,Normal,Critical
81,Regular,0.27,0.15,-84,1.33,Flat,363,Normal,Critical
109,AFib,0.11,0.09,59,-0.28,Normal,395,Enlarged/Biphasic,Critical
99,Irregular,0.21,0.08,34,1.12,Tall,407,Enlarged/Biphasic,Critical
92,Irregular,0.16,0.12,116,-1.37,Flat,474,Normal,Critical
125,PACs/PVCs,0.22,0.15,-97,0.97,Flat,478,Enlarged/Biphasic,Critical
102,AFib,0.11,0.11,-4,-1.21,Deep Inverted,361,Normal,Critical
86,Irregular,0.15,0.14,-66,-1.21,Flat,423,Absent/Flutter,Critical
63,VF,0.12,0.15,-114,1.71,Flat,445,Enlarged/Biphasic,Critical
101,VF,0.2,0.09,-105,1.97,Tall,457,Absent/Flutter,Critical
111,Regular,0.22,0.11,-17,0.53,Biphasic,463,Enlarged/Biphasic,Critical
114,Irregular,0.28,0.11,46,1.16,Tall,342,Absent/Flutter,Critical
69,Regular,0.14,0.08,-16,-1.77,Mild Inverted,487,Enlarged/Biphasic,Critical
67,VF,0.28,0.14,-11,-0.97,Mild Inverted,444,Normal,Critical
44,Irregular,0.21,0.11,24,-0.54,Normal,359,Enlarged/Biphasic,Critical
59,AFib,0.18,0.1,69,1.04,Biphasic,484,Absent/Flutter,Critical
62,Irregular,0.24,0.15,-107,-1.5,Biphasic,489,Absent/Flutter,Critical
117,Regular,0.22,0.16,27,-0.88,Biphasic,450,Normal,Critical
50,VF,0.15,0.16,1,1.45,Mild Inverted,478,Absent/Flutter,Critical
50,AFib,0.29,0.1,29,-1.3,Biphasic,345,Normal,Critical
63,VF,0.17,0.11,-3,0.4,Normal,451,Enlarged/Biphasic,Risky
51,PACs/PVCs,0.27,0.09,-70,1.8,Mild Inverted,413,Normal,Critical
101,AFib,0.22,0.08,-45,0.99,Mild Inverted,476,Enlarged/Biphasic,Critical
124,VF,0.3,0.12,143,1.8,Biphasic,457,Normal,Critical
103,AFib,0.2,0.08,-24,-1.52,Deep Inverted,408,Enlarged/Biphasic,Critical
74,AFib,0.26,0.09,-77,-0.44,Deep Inverted,489,Absent/Flutter,Critical
92,Irregular,0.18,0.13,-102,0.68,Normal,446,Normal,Critical
124,Irregular,0.24,0.14,-59,1.92,Deep Inverted,487,Normal,Critical
61,Irregular,0.11,0.08,-48,-0.18,Normal,432,Enlarged/Biphasic,Critical
57,VF,0.19,0.14,-92,1.38,Tall,415,Absent/Flutter,Critical
69,PACs/PVCs,0.12,0.14,-45,-0.7,Deep Inverted,409,Normal,Critical
51,Irregular,0.28,0.09,-88,-0.39,Deep Inverted,352,Enlarged/Biphasic,Critical
94,PACs/PVCs,0.17,0.08,-107,-1.77,Deep Inverted,418,Enlarged/Biphasic,Critical
126,AFib,0.13,0.12,21,0.78,Mild Inverted,351,Enlarged/Biphasic,Critical
112,AFib,0.1,0.08,139,1.19,Deep Inverted,419,Enlarged/Biphasic,Critical
43,Irregular,0.18,0.13,29,-0.89,Flat,445,Normal,Critical
90,PACs/PVCs,0.19,0.08,-2,0.48,Biphasic,443,Absent/Flutter,Critical
109,PACs/PVCs,0.18,0.11,-10,-1.49,Mild Inverted,444,Normal,Critical
128,Regular,0.26,0.1,38,-0.48,Biphasic,430,Absent/Flutter,Critical
80,AFib,0.11,0.09,-43,-1.91,Flat,443,Enlarged/Biphasic,Critical
83,VF,0.2,0.12,55,0.75,Biphasic,410,Enlarged/Biphasic,Risky
61,VF,0.23,0.14,-106,1.17,Normal,450,Normal,Critical
100,Regular,0.23,0.15,138,1.22,Tall,429,Absent/Flutter,Critical
102,Regular,0.28,0.15,105,-1.37,Biphasic,497,Absent/Flutter,Critical
114,VF,0.27,0.1,70,1.58,Mild Inverted,470,Absent/Flutter,Critical
115,VF,0.27,0.15,-74,0.06,Mild Inverted,484,Enlarged/Biphasic,Critical
49,Irregular,0.2,0.12,-119,1.4,Deep Inverted,467,Enlarged/Biphasic,Critical
67,Regular,0.23,0.16,135,-0.57,Tall,351,Absent/Flutter,Critical
111,Irregular,0.25,0.14,-31,0.66,Mild Inverted,355,Normal,Critical
42,VF,0.27,0.13,10,-0.16,Flat,454,Enlarged/Biphasic,Critical
113,VF,0.29,0.14,81,1.8,Normal,425,Absent/Flutter,Critical
112,Irregular,0.13,0.14,102,-1.45,Tall,433,Normal,Critical
63,Irregular,0.2,0.08,-67,1.83,Biphasic,412,Absent/Flutter,Critical
80,VF,0.29,0.08,93,0.7,Tall,372,Normal,Critical
108,AFib,0.23,0.08,-107,-0.31,Normal,479,Enlarged/Biphasic,Critical
78,AFib,0.12,0.14,-37,0.93,Normal,378,Enlarged/Biphasic,Risky
57,VF,0.12,0.1,53,-0.11,Flat,389,Absent/Flutter,Critical
40,Regular,0.17,0.1,12,1.87,Normal,370,Absent/Flutter,Critical
46,PACs/PVCs,0.15,0.09,-100,0.43,Biphasic,482,Absent/Flutter,Critical
85,AFib,0.28,0.08,69,1.97,Tall,372,Normal,Critical
115,VF,0.11,0.12,79,-1.03,Deep Inverted,425,Enlarged/Biphasic,Critical
81,VF,0.23,0.16,-26,-0.04,Biphasic,415,Absent/Flutter,Critical
62,Regular,0.3,0.14,-40,-1.91,Deep Inverted,341,Enlarged/Biphasic,Critical
111,VF,0.18,0.12,-68,-1.09,Tall,439,Normal,Critical
98,Irregular,0.16,0.09,78,-0.38,Deep Inverted,460,Absent/Flutter,Critical
57,VF,0.23,0.13,132,1.83,Normal,369,Enlarged/Biphasic,Critical
68,PACs/PVCs,0.3,0.13,-46,0.98,Flat,396,Absent/Flutter,Critical
40,VF,0.21,0.16,8,1.59,Tall,345,Normal,Critical
72,AFib,0.12,0.14,-44,-0.63,Biphasic,429,Enlarged/Biphasic,Risky
83,Regular,0.27,0.13,-72,1.3,Flat,433,Enlarged/Biphasic,Critical
82,PACs/PVCs,0.23,0.15,-97,1.92,Deep Inverted,463,Absent/Flutter,Critical
81,Regular,0.28,0.14,1,0.0,Flat,400,Enlarged/Biphasic,Critical
115,Irregular,0.14,0.09,44,-0.41,Deep Inverted,404,Normal,Critical
77,AFib,0.26,0.1,40,1.46,Normal,385,Enlarged/Biphasic,Critical
60,Irregular,0.16,0.15,76,0.53,Normal,453,Absent/Flutter,Critical
81,VF,0.12,0.11,-115,-0.19,Tall,366,Enlarged/Biphasic,Critical
42,PACs/PVCs,0.29,0.12,15,-1.71,Flat,445,Normal,Critical
45,VF,0.16,0.14,111,-0.18,Deep Inverted,490,Normal,Critical
97,Regular,0.11,0.14,-95,-1.43,Mild Inverted,453,Absent/Flutter,Critical
120,VF,0.25,0.11,93,-0.98,Deep Inverted,449,Normal,Critical
127,PACs/PVCs,0.28,0.15,-105,0.27,Tall,396,Enlarged/Biphasic,Critical
117,Regular,0.25,0.16,-55,-1.24,Biphasic,377,Enlarged/Biphasic,Critical
53,VF,0.23,0.09,-56,-1.24,Tall,383,Normal,Critical
103,Regular,0.29,0.1,138,0.39,Tall,452,Absent/Flutter,Critical
104,PACs/PVCs,0.11,0.08,111,1.69,Flat,359,Normal,Critical
79,Irregular,0.18,0.13,-36,-0.84,Mild Inverted,367,Enlarged/Biphasic,Risky
115,AFib,0.26,0.09,8,0.25,Flat,384,Enlarged/Biphasic,Critical
